name,opened,sector,revenue,expenses,employees,locations,customers,ads,score1,score2,growth,potential,adsPerYear
Apz,1987,6,2857256,4828821,99,10,1,1830,60,5,-720,,60
Ikl,1986,3,7847987,8197888,45,7,5,2189,70,124,328,,69
Fzx Corp,1986,9,337610518,381124365,7163,36,28,2630,65,3,394,,83
OKp,1989,3,86326,78859,1,1,1,2668,60,49,907,86326,92
IA2cy3ts LLC,1988,2,282647,196544,3,2,5,2926,60,48,-391,282647,98
At8Gk,1985,6,2673251,8800464,117,2,1,3086,62,64,-311,,94
Ve7ib,2010,1,7129709,20164455,1588,14,1,2437,60,29,-3718,,305
Bwf,1992,3,503067,443193,18,5,1,2504,60,5,-6854,503067,97
Alqtw,1993,3,82585847,90922738,1848,43,12,2693,60,1,-1909,,108
GUH1ddynfg1,1991,2,1608554,1845455,59,8,1,3049,60,6,963,,113
YBvso Corp,1974,3,322475,359876,35,6,1,2737,60,2,-542,,63
Yz3g,2000,3,1438344251,1929569289,7894,20,8,1759,40,1,-487,,98
L5lo,1991,3,163403748,136867823,3380,10,2,2249,40,25,-538,163403748,84
S9w Corp,1986,11,8915,11180,1,1,8,2362,40,51,261,,74
Vgef Corp,1984,6,23582721,9274182,69,9,2,2564,60,1,423,23582721,76
N9noc,1989,8,23039657,11426853,460,5,1,2641,40,12,-833,23039657,92
HpVfk,2001,11,1226148,614154,6,3,245,3203,80,2,-3581,1226148,189
GXd,1992,6,102344,148130,12,4,16,2174,70,16,2719,,84
Ipg5w9jllpgsc,1986,2,20443,24010,1,1,1,2645,40,11,2247,,83
JPkhd Inc,1990,9,3095346239,1701212096,23957,32,4,2729,70,13,165,3095346239,98
Qyj,1989,13,30693104,49098687,918,11,174,2454,40,80,-512,,85
Avk0f3,1997,8,22090,16257,1,1,44,2189,40,11,-619,22090,105
Cgqrawq,1988,3,38576012,26875895,1875,19,1,2395,40,9,-467,38576012,80
Kja,1993,2,940084,616189,31,6,32,2391,60,4,814,940084,96
Yzf Corp,1992,3,8509073,10603912,788,29,7,1973,50,3,-1582,,76
Slkx LLC,1996,6,2105773873,3177832729,31035,22,3,2671,50,1,-36,,122
Paia,1998,13,7570,8564,1,1,1,2719,67,68,1467,,136
Xhfj,2000,13,17025,28693,3,2,2,2635,40,3,3202,,147
Izirr,1985,4,56538377,121704224,6789,13,15,2251,60,47,-1105,,69
ZutFkeo,1985,3,2085687,935295,25,5,1133674,2461,70,124,-1298,2085687,75
Vpx,1984,8,2244729,4788238,324,18,302,2729,60,1,418,,81
Yuj Corp,1989,8,66598115,78009080,575,10,1,2543,60,32,1585,,88
Yfd7n,1993,8,235779,332361,17,5,1,2264,60,29,-223,,91
Xbd1l5,1989,3,7284,9382,1,1,42476,1680,70,156,1493,,58
Fnyi,1998,12,599959,300308,24,5,4,2552,40,1,-390,599959,128
EBv,1994,3,513487,411307,6,2,63,2395,65,9,0,513487,100
Cpeqh,1979,1,142638,218284,4,2,50,2092,80,2,2939,,54
Tcuy Inc,1989,11,6788834,6438135,82,1,15,2503,50,1,-244,6788834,87
Obsmwb,1984,4,2068302799,1954271223,66006,9,1,3451,40,20,414,2068302799,102
Nsn3,1996,3,2120924,2554744,70,9,25,2506,40,60,207,,114
Evus,2003,4,498887178,420831070,40458,2,3,2834,60,3,480,498887178,189
Gui,1988,10,27880009,40862346,1099,2,3,2083,40,6,-1265,,70
Wcy,1982,1,787805,398612,13,4,10,1784,60,3,528,787805,50
Dhg Corp,1998,13,5558,8841,1,1,10,2023,60,250,1014,,102
Bb8 Inc,1986,13,1611314,6535231,41,7,1,3057,60,1,347,,96
Pzaudg6x,2003,1,25060999,33823080,742,9,1,2679,40,148,1511,,179
Xo3Ivx LLC,1992,3,10315025,11029991,415,21,666928,2424,60,17,-1304,,94
TziJc,1992,11,5025445,10994278,263,17,163,2914,60,1,1030,,113
Uzh,1993,10,1417102,1303330,79,9,4,2852,40,2,-50,1417102,115
Nooc0,1990,10,493287356,823815902,75160,89,16,2356,60,8,1392,,85
Szi,1983,11,1324947770,2570961596,71890,34,1,2494,40,179,-1290,,72
Fbv,1996,8,603295,2075502,87,2,3,2108,60,8,-185,,96
RdSyDs29ixv,1984,8,78185,97672,3,2,3,2296,50,33,-1481,,68
KThcw,1993,6,375967,239861,10,4,1,2427,65,2,-547,375967,98
Huvpoxv2 Corp,1992,3,3302226,3369359,264,17,6,2417,68,20,2265,,93
Udqkfc5,2001,3,494553,677260,6,3,4,2665,60,4,-769,,157
Jlpp,1996,6,65683684,35388366,1097,11,1,2475,40,58,-666,65683684,113
Bcsz Inc,2004,13,1200166,1074748,14,4,7,2511,50,138,212,1200166,180
Pqs Corp,1989,6,505742,314129,3,2,1,2537,50,75,-1437,505742,88
Yvos Corp,1999,11,241102,175699,5,3,1,3061,40,1,-392,241102,162
EeDq,1991,8,273542,349558,5,3,1,2599,60,25,2496,,97
Jkqf,1990,6,2637908189,3151903192,120683,29,1,2700,60,140,-65,,97
NhnK,1987,3,75161202,30964917,609,16,1,3595,68,2,-313,75161202,116
Gxo Corp,2000,11,460177,674090,13,4,14,2227,60,385,847,,124
Vlm,1972,1,1383725,2008082,22,5,2,2895,60,5,33,,63
Afv Corp,1984,10,942185,758399,14,3,2,2900,40,5,-3053,942185,86
Qbj,1988,6,738823,1073074,77,9,1,2449,40,12,452,,82
Upxpe6ed,1995,6,3475,3151,1,1,84,2459,40,3,-1293,3475,107
ZQl,1985,10,1542240,957766,69,9,2,2906,71,99,505,1542240,89
Ohi5av,1984,1,23779337,14207033,340,3,9,2255,60,8,-1387,23779337,67
NwyFBfweL,1979,3,147781574,201313383,5534,33,1,2254,60,845,38,,58
Muovo,1992,3,1195987,2665660,117,11,7,3060,55,5,-6286,,118
GcJ,1985,8,23498507,24788579,253,13,91,2817,40,368,-1042,,86
Tvw,1980,3,68843118,34100895,601,25,6,2211,70,31,-2799,68843118,59
Kcb,1990,11,20290131,30086822,627,1,1,2777,50,108,-182,,100
Vhkvv,1996,3,211620065,226923799,10538,2,2,2295,40,105,290,,105
Oifhs,1996,6,89117,87259,2,2,1,2501,60,21,454,89117,114
Hdwn LLC,1980,2,158610195,247321981,4909,15,2,2633,60,71,-647,,70
NQz,1991,12,4380741,10554338,112,2,13,1927,40,11,838,,72
Lm21kt,1988,6,368480,459650,12,4,1,2853,60,278,854,,96
FnsOfgxze LLC,1996,3,2987386,2663743,151,13,2,2695,60,21,112,2987386,123
YBmn,1992,6,344660,218064,13,4,1,3522,40,7,290,344660,136
Eclt Corp,1987,6,2657323362,1616305443,136814,22,15,2739,60,5,-1786,2657323362,89
Krpz,1984,3,6749,4571,1,1,3,2252,55,2,225,6749,67
Xqhp,1990,8,7855309,3360644,62,8,154,2656,50,1,964,7855309,95
Hoz,1994,3,8645953,7891310,192,12,1,2406,60,2,56,8645953,101
Gq4ks,1981,3,115111046,270400700,4199,3,4,2412,60,4,-3246,,66
FtlkoWKi,1992,4,24001482,29590724,2449,4,1,2917,70,222,-576,,113
Mudqwwc Corp,1993,13,62912601,42700225,892,28,1,2877,40,11,2133,62912601,116
Ydm,1973,3,268904935,67283772,597,12,3,1623,50,18,1312,268904935,37
FfN Inc,1988,8,7819,14879,2,2,1,2756,70,19,730,,92
Sod Corp,2015,6,2612351,1362994,47,3,1,2219,40,335,1344,2612351,740
Exmjsk,1990,6,12246715,16435979,321,10,1,2421,55,82,-166,,87
Nwkk,1996,8,78324389,42887986,938,31,1,1858,40,234,784,78324389,85
Kmt LLC,1986,3,9392488,2467692,18,5,1,1903,60,89,2291,9392488,60
Kux,1998,8,4957502,3214995,43,2,3,3379,64,2,55,4957502,169
Iziqwamb,1992,8,167189,143528,5,3,29,2910,55,2,-461,167189,112
KioVs,1993,12,4734843,10154623,162,13,2,2176,40,7,1299,,88
T7uzp,1989,12,11868648,16017738,469,17,1,3177,55,2,280,,110
Fwi,1993,3,8021262,4687509,74,9,83,2562,68,334,231,8021262,103
Eq3xj,2007,2,1885371,783247,7,3,11,2724,60,17,-538,1885371,248
Oi5 Inc,1990,10,29477943,42926768,3733,21,11,2278,60,28,-840,,82
Mdjbu LLC,1986,3,220511,217955,3,2,4,2472,50,18,910,220511,78
Tuc,1990,12,463072,303238,14,4,8,2418,60,6,865,463072,87
D1r,2000,1,888534,817346,42,7,2,2710,40,1,-176,888534,151
B1Ep,1988,12,14291928,10128940,61,8,10,3010,60,1,-753,14291928,101
Drtg Corp,1986,8,8120310,8511232,212,15,2,2829,40,24,109,,89
QwE,1982,4,69055,63098,1,1,220,2138,45,4,0,69055,60
Vwk Corp,1991,7,19784752,22088505,247,16,5,2941,60,1,640,,109
Mk3yet2,2003,2,21333,8573,1,1,1,2298,56,5,1322,21333,154
Jlmbjbaa,1986,3,4731374,4439370,84,8,8,2738,60,43,-953,4731374,86
IhVv,1994,8,31290908,40874822,739,13,163,3030,40,14,822,,127
Mwfu5,1995,3,26535,19221,1,1,1,2969,60,25,-3580,26535,130
V1eyDid,2011,2,144891269,245137873,1489,1,3,3022,60,530,-337,,432
Bzllzesy2Jvom,1989,3,40140720,108235383,3701,48,5,2778,40,5,-3076,,96
Ehadqh,1990,6,14253827,24216340,213,4,1,2800,60,1014,780,,100
Nus,2004,3,409924039,554997624,7324,6,2,2529,70,2,-939,,181
ZwU,1990,11,942834,562344,8,3,4,3130,60,7,-3580,942834,112
Bsjm Corp,1995,3,543514,509477,14,4,6,2645,64,50,647,543514,115
L3b,1992,11,1393439,2734862,175,14,1,2744,54,3,-889,,106
Ax9 Corp,1991,8,3089362,4833346,163,5,1,3067,60,14,-1092,,114
Mx8t,1990,6,844662,1555153,78,3,39,2826,50,1,427,,101
Rv3qnJs,1997,2,2416346,1908357,22,5,1,2670,40,1389,-374,2416346,128
Zpe,1994,10,101571,77984,1,1,1,2960,40,114,-216,101571,124
Hym,1982,12,42670773,86513040,2881,1,3,2624,40,25,628,,73
M5f LLC,1988,2,1117727,2167737,140,12,173,2186,58,29,864,,73
Nyf,1996,6,3705664,2131132,102,11,1,2502,40,160,-778,3705664,114
B1j LLC,1984,10,324248,247591,7,3,2,2657,50,558,-3429,324248,79
Ztmksropu,1990,3,394898,368283,4,2,10,1906,50,3,-2225,394898,69
Uvxzbiis Inc,1994,3,48911218,45703030,724,11,5,2573,55,8,1842,48911218,108
Gew2Zg Corp,1983,3,514637,692987,6,3,4,2575,60,1,-285,,74
Pp3xw Inc,1999,1,456606,638351,25,5,2,2202,60,184,-2368,,116
Ymow Inc,1987,3,308505214,257444447,16620,17,1,3106,40,1,1287,308505214,101
Lokr Inc,1996,10,1498783,1391343,50,7,4,3015,40,62,-801,1498783,138
Fb3,1989,3,1068421,1566676,21,5,1,2888,46,380,-638,,100
Aojka,1987,13,39881716,35414781,685,6,1,2082,50,233,-398,39881716,68
Blch,1989,3,457954759,203449555,11423,6,1,2533,60,15,1132,457954759,88
U7ke Inc,1980,8,404900,299182,3,2,1,2659,60,13,2111,404900,70
Lxe,1998,13,117649,107347,3,2,9,2604,40,5,-779,117649,131
ARlxZ Corp,1987,3,11324699,14764731,129,4,55,2538,60,12,1134,,82
BmyqA,1987,1,3643863,6985414,116,5,1,3252,50,6,-743,,105
Yho,1989,8,710905,309932,7,3,27,2090,50,54,312,710905,73
YxAIz,2003,9,216076821,306041964,6865,3,8,2194,40,4,646,,147
Fes,1986,1,17433954,12016643,424,21,1,3164,40,1,68,17433954,99
Ll0,1987,2,5391783,1115696,24,5,1,2243,60,1,-8443,5391783,73
Zlru,1993,6,296442,432569,3,2,1,2243,70,1,-458,,90
KBk7f Corp,1996,13,46408325,23253980,192,4,3,3073,54,254,-110,46408325,140
DhV,2003,13,27934609,29479206,99,10,21,2490,60,92,-6147,,166
Nltb,1976,6,56578,50289,2,2,1,2648,60,11,2047,56578,64
NRQ,1985,10,31829989,53509894,2711,14,5,2136,70,8,0,,65
Srr,1989,3,166646001,230054179,3391,43,1,2621,60,29,-1523,,91
Zad,1992,12,15454061,35569506,973,1,1,1831,50,101,1178,,71
W8j,2004,13,64698085,56400561,1734,41,7,2830,60,4,48,64698085,203
Cknqj Corp,1988,3,2553716,6576881,42,7,5,1685,40,528,1443,,57
Lrcwksx,1998,13,307411,313021,12,4,3,2700,60,43,-26,,135
Shc,1980,11,41791,48184,3,2,2,1873,60,31,908,,50
JcFuK4g LLC,1991,8,41135046,60597350,2355,49,3386,2335,40,2,831,,87
V2qjcabwo,1996,6,1098438,878760,54,8,1,2228,58,67,-693,1098438,102
Gkkv2od Corp,1997,8,2985401,3389221,157,2,11,2556,60,15,1050,,122
Vqt,1999,11,14472555,21961434,375,18,1,2652,50,1,3240,,140
ApakqzqgrdZwi,1990,8,1057655,1339773,52,8,1,2620,70,8,135,,94
Okx2rn Inc,1978,10,3755261,4256898,81,1,16,2799,70,111,-87,,70
RFcv,1997,3,3039300,1812398,26,6,1,2215,30,2,1074,3039300,106
HZlj,1981,3,1107274,1650336,45,5,7,2367,60,43,-2651,,64
Nab,1998,3,1653433,789362,9,3,25,2608,60,3,-576,1653433,131
Pfa,2007,3,11937083,14468010,120,11,1,2900,65,31,3788,,264
Gru Inc,1992,10,7095207,10376372,454,22,1,1630,40,2,614,,63
Eoqqxug,1985,10,2648861,2589846,112,3,1,2853,40,8,-400,2648861,87
Na5,1991,6,105917,115702,11,4,1,2631,40,1457,-401,,98
Uptnszj,1990,3,45349251,57422992,1010,32,2,2300,50,7,-1526,,83
Coll4e,1992,3,1016487,886265,50,8,2,1854,40,46,-3391,1016487,72
Q7aaDy,1986,9,1728905975,1454587567,40459,13,1334,2215,60,80,-496,1728905975,70
Ipt Corp,1991,3,34844536,14342742,183,14,7,2449,60,1,-2362,34844536,91
Gbi,1985,2,213623309,126929818,1064,33,7,2563,60,286,117,213623309,78
CKi LLC,1992,1,48445861,114926700,1237,3,2,2402,50,2,383,,93
Jhum5zo,1995,2,42026145,21259762,723,27,17,3104,40,82,1418,42026145,135
DniCtk,2000,3,77674683,608605815,7713,21,21,3227,60,15,725,,180
YxpWjvt,1996,2,28658,19490,1,1,5,3053,50,4,553,28658,139
X1w,1993,13,128949,229244,3,2,2,2154,55,8,-609,,87
Ueiuzs,1990,7,62494165,112451154,1292,29,4,2562,60,288,261,,92
QFgk,1990,13,4363965,1914502,86,3,1,3035,60,4,-2143,4363965,109
SDp,2004,7,3633431,3327658,194,14,1,2097,60,3,501,3633431,150
HstY98,1986,9,34662865,41826680,855,7,4,2533,40,3,-2490,,80
Ltllvrb1 Corp,2002,3,774992,723502,19,5,1,2501,60,31,805,774992,157
JIcm Corp,1983,3,521632,1115709,39,7,3,2791,40,913,3771,,80
Vign,1988,1,75580589,142962829,3405,10,1,2473,70,18,-512,,83
Sik6,1985,12,1720336,1779642,43,7,1,2382,60,10,-3634,,73
ENa,1987,3,126026,113407,2,2,2,2825,70,77,1420,126026,92
Env Corp,1984,1,11207788,21045381,148,13,2,2753,60,74,-861,,81
Webwv3q Corp,1979,13,61635,102277,9,3,3,2487,40,13,3441,,64
Bhb Inc,1999,4,235790,866430,7,3,1,3173,50,1,1214,,167
Golzfnpr,1989,2,75315,77742,2,2,1,3378,70,94,1821,,117
Bzzw,1980,6,108457,208470,8,3,1,2347,60,12,-940,,62
OdnA,1980,6,8756180,10998218,123,1,13,2497,40,1,891,,66
Nn4fY,1986,3,245418,354214,5,3,2,2195,65,37,-369,,69
XFef,1983,6,2685120,3137186,276,3,1,2173,40,14,-219,,63
Hjth,1993,3,446496,297828,2,2,4,2429,60,43,632,446496,98
BmS4Sja Inc,1987,2,13902,35081,1,1,4,3221,60,206,537,,104
Oof,1986,4,66248420,54808073,685,17,3,3021,70,3,234,66248420,95
Sqixf,1993,3,7842458,7210407,369,10,1,2182,40,20,-146,7842458,88
Xew,1986,11,1073895,451399,4,1,12,2843,40,10,1328,1073895,89
Z4i Corp,1995,8,23800606,22196495,773,28,2,2644,40,11,1442,23800606,115
S8vKbRryR,1987,1,124254,216078,15,2,42,2094,60,33,134,,68
Zjb,1989,3,6950528109,7395795800,65216,24,8,2099,60,5,-931,,73
Gjy,1989,10,511342,434013,28,6,3,2643,50,202,539,511342,92
Xvy1p Inc,1986,2,5175047,13419198,180,14,7,2449,40,1,63,,77
X6s,1999,3,437746855,561097099,7798,21,2,3180,60,2,1659,,168
Qlymo,1984,11,93770,46616,2,2,5,2731,60,11,778,93770,81
Fax Corp,1984,8,5063486,8331065,412,12,42,2807,70,4,-5898,,83
Rzxr5o,1995,6,1854056,2042276,31,1,17,2898,40,2,1657,,126
L90ms9,1990,11,17259731,13356198,125,12,3,2331,50,39,1036,17259731,84
J3y,1985,3,411731,700233,51,8,53,3220,40,1,1148,,98
Kyl Corp,1993,3,1737,2745,1,1,2,2960,60,761,-853,,119
MSl0urc,1989,6,4824,3007,1,1,14,1961,20,6,51,4824,68
U9ox3s,1988,3,7687032,15470880,376,2,1,3127,40,11,-1388,,105
BTs,1995,6,220485,204825,6,3,13,2788,60,59,483,220485,122
Rcr,1990,3,87121,140538,2,2,1,2017,40,1,55,,73
Uyr,1981,3,76146,145786,4,2,2,2130,40,2,-345,,58
Iq9,1987,2,5416230,3251337,34,3,3,2855,40,1,118,5416230,93
Kec,1997,8,67453441,35717683,736,15,1,3127,40,51,362,67453441,149
RaJt,1998,3,41901012,100063737,1393,24,1,3098,60,2,-1983,,155
MnNpv Corp,1993,12,4234,2940,1,1,1,2581,40,17,291,4234,104
PWvu9k,1997,11,99525433,163968546,4840,70,1,2711,40,141,175,,130
Lpx,1994,2,1474574,1616795,68,9,8,3129,60,103,-1753,,131
Iewk,1984,13,4128573,4724188,370,20,1,2948,60,203,560,,87
Gxcm Inc,1992,3,19412297434,13598979395,650492,9,3,2584,40,2,1149,19412297434,100
ZLj7a,2004,8,541410,509112,12,4,1,3003,50,21,671,541410,215
Pui LLC,1994,3,56166919,53650014,3807,8,1,1795,56,328,-1391,56166919,75
GBps,1997,10,16696,15201,1,1,14,2664,60,84,-2288,16696,127
Uck Corp,1987,10,27322,19089,1,1,1,2932,40,13,126,27322,95
YAcbkkdp1Lzkjkjr,1996,10,171588,231265,21,5,1,1867,60,9,-997,,85
Rkib,1992,6,2392374,3288465,53,8,247,2667,40,6,-1263,,103
Tph,1988,3,8790983,6393041,142,12,1,3037,50,168,738,8790983,102
IqBuyEpp,1994,6,4316967,6438085,422,21,2,2295,60,5,-65,,96
Llrpfnqg0,1993,3,113125993,101813484,1521,8,1,2610,60,17,119,113125993,105
MjZgj2 Corp,2001,8,4044,2394,1,1,2,2369,40,5,141,4044,140
L7muj Corp,2002,9,143416882,301624485,7303,15,1,2436,60,6,-175,,153
TY4b,1988,13,1381479,1372695,10,4,2,2445,60,18,-3705,1381479,82
Q7lkfmijggfxip,1997,3,58108,49937,1,1,2,2905,40,25,-4337,58108,139
Ngo,1988,2,82289854,40753529,2750,11,2,3162,40,19,285,82289854,106
Gu6,1990,1,7182153,11016867,362,5,2,2748,70,486,209,,99
LCftd,1997,11,95318,39483,3,2,1,2446,60,16,909,95318,117
FMxpr,1992,6,833968555,504514218,30042,27,2,2607,60,1,728,833968555,101
Yxd Corp,2000,3,181125,151326,3,2,291,3527,20,115,837,181125,196
Icfp Corp,1995,3,247549,399033,5,3,7,2722,60,25,90,,119
Cyv,1992,3,101430505,98857764,3871,12,119,2913,50,565,120,101430505,113
BjHh Corp,1991,3,170989860,474628472,10800,9,10,2421,50,34,-440,,90
Wik,1980,6,156974,109198,4,2,1,2844,60,19,640,156974,75
ASq Corp,1999,11,25285747,12758260,245,16,30,2883,60,623,-166,25285747,152
JtAj,1991,10,23887055,17702545,441,21,4,2619,40,3,327,23887055,97
Le9 Corp,1975,8,943047,526335,38,7,1,2379,60,4,507,943047,56
CRl,1996,8,314677,199501,11,1,4,2224,60,2,-4179,314677,102
Inpfr1m LLC,1994,3,2684386,3733745,288,17,1,2423,40,42,656,,101
TkWzq,1986,3,14311247,12417947,432,10,2,2763,70,3,-512,14311247,87
BAb,1988,12,1081528,517139,19,3,6,3033,45,35,742,1081528,102
Fmo Inc,1997,6,1091244,1228581,53,8,48,1991,60,9,-697,,95
Ttaf LLC,1992,3,2355890,2043895,10,4,62,2566,68,32,-1184,2355890,99
Ygk,1989,6,8742101,11037654,602,10,7,3384,60,2,8,,117
Ashwgux,1994,3,2932654,6882719,149,2,1,2942,40,87,-276,,123
Gov,1987,8,814198729,2046849140,12084,10,1,2332,40,11,1449,,76
Wzpt Inc,1991,6,1341297,1047266,41,3,1,2574,66,229,581,1341297,96
Xdbz,1987,3,249669,345947,4,2,4,2589,60,4,1440,,84
Klo Inc,1976,6,234236172,208945648,15533,16,1,3445,50,10,-1642,234236172,83
Sq1,1994,4,985510,1875683,142,12,18,2947,70,54,668,,123
Yy50l,1992,3,93170695,126349604,2281,19,1,2350,80,32,2016,,91
UhtRS,1977,3,545809,493368,12,4,1,2179,40,3,369,545809,54
Ici LLC,1984,6,15916771,7849796,37,2,51,2769,40,11,1703,15916771,82
FeysXyzhS,1989,6,1202619,1397623,125,12,1,2543,50,11,2936,,88
CocY Inc,1993,3,160112,305041,3,2,3,2560,60,16,-957,,103
Zoixp,1994,13,27458309,32222820,359,19,16,2332,60,8,-296,,98
Yyddmp,1996,3,37852,71899,2,2,5,2792,60,47,547,,127
Tb2e,1980,4,196008743,226014346,11270,102,1,3738,60,9,-2475,,99
Wpk,1986,2,393081,651526,6,3,8,2107,40,11,369,,66
E3t Corp,2005,6,90590,37729,2,2,7,2523,48,26,-2638,90590,195
Lpgg,1998,3,46871,42675,2,2,1,2763,60,49,623,46871,139
RgodwWiocBaysg0,1980,2,24444629,60148841,1422,26,5,2070,60,8,-2286,,55
Zdvnc Inc,1973,3,5652812,7444400,102,11,15,2671,40,60,5754,,60
J4nvebs LLC,1991,12,1256095,1207796,28,6,2,2038,60,2,786,1256095,76
ZaACcvec Corp,1998,11,17119,17108,1,1,59,2645,60,1,706,17119,133
B4ozf,1983,6,1646649,1919238,20,4,1,2523,40,6,123,,73
WvaE Inc,1993,4,31687682,40589265,2247,6,3,1912,57,7,858,,77
KE7i Inc,1982,6,70545,58978,6,3,5,2683,60,32,1331,70545,75
Xgs,1993,8,6458,5247,1,1,3,2761,55,60,-965,6458,111
O3fxdGp Corp,1986,2,2815953,2521507,17,5,3,2512,40,18,-189,2815953,79
DjupmkAsq,1985,3,60789977,35790013,200,15,1,3153,55,255,-3464,60789977,96
QAnll0Yn5ov,1987,3,358875,329514,7,3,22,3221,40,60,1048,358875,104
Izb Corp,1987,3,1642513,3116746,183,3,3,1753,60,9,934,,57
MmruepnH Corp,2008,6,78064166,44237482,1281,7,10,2863,60,4,-263,78064166,287
Ze2w,1991,9,813550,2712398,37,7,9,2439,60,52,468,,91
SbomxqSs Inc,1975,11,1106132,1246084,26,6,19,2438,40,58,-7317,,57
Jzb LLC,1996,12,53670962,52347714,1539,22,3,2215,60,25,199,53670962,101
LvpvfrcmKrymb,1992,3,17948,14208,1,1,1,2407,40,96,-1457,17948,93
B8pd,1990,3,25747403,30673869,2069,2,111,2651,45,64,1168,,95
QiuT11,1995,4,1795875,946438,26,6,9,1847,40,1,159,1795875,81
Mdcv,1990,13,5118680,5676804,271,5,118,2682,60,1,-4502,,96
Exenw,1982,8,1725928,2210867,40,7,1,2238,47,3,836,,63
Uav4cID Inc,1994,6,829111,541264,12,4,2,2052,70,32,-348,829111,86
Ud0l LLC,1981,2,1488230,1973326,105,11,25,2619,58,1,998,,71
QubuM LLC,1988,11,1285138,785245,78,2,1,2226,60,1,-540,1285138,75
Ynp LLC,1990,8,2837156,3281859,30,6,21,2573,40,9,2133,,92
Mlx,1986,4,913134224,819034856,9319,28,1,3172,45,31,-331,913134224,100
Y8jk,2001,10,189090563,151639905,3747,42,2,2706,56,2,1272,189090563,160
Mio,1991,3,363437,300038,8,3,2,3052,40,25,-845,363437,114
Lstj,2000,3,227585957,148394895,13326,24,56,2804,70,16,-421,227585957,156
Ptyrc,1987,10,2508263,2885639,101,11,2,2219,65,10,429,,72
IwAG,1993,11,3520193,3442421,60,8,11,2233,50,14,1800,3520193,90
UaJ,1991,11,30470491,37976100,1893,14,1,2216,60,71,-2848,,83
Ebh3hpg,1998,13,203923,257425,9,3,7,3061,56,3,-1181,,154
LosB,1992,12,35879834,36589369,293,18,21,2516,60,12,237,,97
Yz6b,1988,8,65313,56823,1,1,2,2455,70,2,113,65313,82
R8s,1989,8,213791,246780,9,3,6,2321,40,1,-654,,81
Dyzgig,1983,3,16435,12858,1,1,1,2139,50,4,-123,16435,62
L33ll,1980,6,8529,3251,1,1,1,2569,40,42,-1961,8529,68
J7k,1985,6,6323137,3692296,24,4,1,3109,50,5,1068,6323137,95
Sss0V Corp,2000,3,31414736,41784929,288,17,539,3324,60,4,-856,,185
Qlk8P Corp,1984,6,3128511,4327069,185,14,1,2427,40,48,4,,72
Sbwxain,1975,11,25230539,5270450,143,12,100,2475,65,1,-166,25230539,58
I4hyz,1984,10,1609451,2714666,36,6,2,1924,50,35,-969,,57
Zgk,1996,3,134053,102326,6,3,8,2858,55,1,-993,134053,130
Hnat4j Inc,2003,3,197826,319555,8,3,1,2886,60,7,-242,,193
Yjowsk,1993,2,354869,216139,7,3,1,2375,40,1,342,354869,95
Ulqshqw,1996,10,43531,61195,2,2,1,2901,40,8,1716,,132
Lww,1986,13,38090453,49136711,518,8,26,2998,40,59,-1656,,94
Sco3qtrsr Inc,1987,3,122545376,160407937,2104,46,3,2814,50,9,-37,,91
QZn Corp,1992,11,8455685,22766984,1932,44,6,2496,50,24,1164,,96
Uw5,1973,3,872286,998585,56,2,12,2461,40,2044,859,,55
Xpzye,1986,6,697455,717608,5,3,3,2398,60,53,-185,,75
EVi8 Corp,1996,3,33687564,66567481,2872,1,2,3076,60,38,1324,,140
YnXq LLC,1992,8,143455967,146459520,1760,11,1,1731,60,4,325,,67
KYzj,1991,2,555441,439239,6,3,2,2820,60,32,201,555441,105
Jgwpb,2006,2,253646,352675,4,2,3,2950,40,81,-123,,246
Iyu,1995,8,2996700,5962350,39,2,136,1832,60,20,-360,,80
Ogq0uz LLC,1989,11,15737801,25251067,338,5,1,2331,60,11,71,,81
Md1jf Inc,1993,6,64561,80975,2,2,12,2441,50,2,2457,,98
Rtjkr,1996,3,37688156,69929109,4739,9,1,2289,40,11,-1282,,105
Ona,2003,2,4247587,5642214,135,12,2,2759,30,9,0,,184
Ylc,1989,11,850111,1162369,17,5,1,2765,60,9,-974,,96
Nc2,1991,9,301248,184688,2,2,1,2959,40,1,37,301248,110
Waj Inc,1975,11,2911672,2056281,20,5,2,2886,60,5,2788,2911672,68
I9u Corp,1998,12,6232236,1998304,170,9,39,2279,52,10,-347,6232236,114
Zua,1984,3,358712,198037,4,2,8,2141,60,15,862,358712,63
F4fB,1997,9,56873403,141551389,7317,29,4,1848,40,11,374,,88
IDwe Corp,1975,13,2481947089,2968906058,32356,26,1,2792,40,5,162,,65
XXWqid,1994,3,10111659,9147894,497,23,2,2918,60,11,127,10111659,122
Hpqour Corp,1990,6,16489369,47919376,2347,31,1,1939,40,12,-1154,,70
Rry Inc,1991,13,918455,1306631,18,5,33,2979,40,23,0,,111
NAtbzgla,1990,8,436380740,390472219,3127,6,3,2934,50,3,-2624,436380740,105
K0HvsU Corp,1991,10,7951166,29400757,142,6,3,2184,60,583,982,,81
Pji,1995,3,737555,1003617,76,9,1,3159,45,4,-1032,,138
DVgsw,1986,9,27252,25240,1,1,4,2709,50,18,-628,27252,85
Wsu3,1989,3,166372,146074,5,3,1,1662,40,4,284,166372,58
W37n,2002,6,2532350,950445,39,7,1,1992,60,41,-960,2532350,125
Ipc LLC,2001,8,19786946,9350393,123,12,5,2641,40,20,-2231,19786946,156
